u,v,key,osmid,bridge,highway,lanes,name,oneway,reversed,length,width,ref,service,access,tunnel,junction,maxspeed,landuse,geometry
7291394119,441159670,0,780896375,yes,trunk,3,北三环路四段,True,False,45.18461745206692,,,,,,,,,"LINESTRING (104.1327917 30.7148654, 104.1331911 30.7146481)"
7291394120,441159340,0,132105771,yes,trunk,3,东三环路一段,True,False,143.9707769318196,,,,,,,,,"LINESTRING (104.1341955 30.7141016, 104.1354561 30.7133932)"
7291394121,1453892953,0,132105533,yes,trunk,3,北三环路四段,True,False,116.9819503730755,,,,,,,,,"LINESTRING (104.1329431 30.7150575, 104.1319207 30.7156356)"
7291394122,441159657,0,1385585847,yes,trunk,3,东三环路一段,True,False,51.83958520933112,,,,,,,,,"LINESTRING (104.1343165 30.7142943, 104.1338611 30.7145474)"
7291394123,441159810,0,780896380,yes,motorway_link,1,,True,False,5.8719486824852964,,,,,,,,,"LINESTRING (104.1339097 30.7137065, 104.1339701 30.7137161)"
7291394124,504315336,0,41258777,yes,trunk,3,青龙场高架桥,True,False,103.88230311785033,,,,,,,,,"LINESTRING (104.1018697 30.7026361, 104.1013764 30.7034685)"
7291394125,465203789,0,137133861,yes,trunk,3,青龙场高架桥,True,False,98.66050565760402,,,,,,,,,"LINESTRING (104.1017694 30.7025955, 104.1022807 30.7018248)"
7291394126,2852215014,0,780896381,,tertiary,2,龙青路,False,False,0.5545114198117347,,,,,,,,,"LINESTRING (104.1359825 30.7170419, 104.1359777 30.7170391)"
7291394126,7291394127,0,780896382,yes,tertiary,2,龙青路,False,True,37.08992058066967,,,,,,,,,"LINESTRING (104.1359825 30.7170419, 104.1363041 30.7172285)"
7291394127,5714700137,0,188101378,,tertiary,2,龙青路,False,True,0.5545106750592593,,,,,,,,,"LINESTRING (104.1363041 30.7172285, 104.1363089 30.7172313)"
7291394127,9577926489,0,599120990,,unclassified,,,False,True,80.68982583140253,,,,,,,,,"LINESTRING (104.1363041 30.7172285, 104.1358544 30.7178426)"
7291394127,7291394126,0,780896382,yes,tertiary,2,龙青路,False,False,37.08992058066967,,,,,,,,,"LINESTRING (104.1363041 30.7172285, 104.1359825 30.7170419)"
7291394132,1458749296,0,846372916,,primary,2,,True,False,99.9059904868279,,,,,,,,,"LINESTRING (104.0940274 30.6777463, 104.0933163 30.6784045)"
7291394132,1458730815,0,1039097984,,primary,3,一环路东一段,True,False,45.08931748388614,,,,,,,,,"LINESTRING (104.0940274 30.6777463, 104.0937614 30.6780811)"
7291394133,803149440,0,132624552,,primary,3,一环路东一段,True,False,50.355505609414756,,,,,,,,,"LINESTRING (104.0939678 30.677614, 104.0943274 30.6772832)"
7291394134,7291394136,0,132624552,,primary,3,一环路东一段,True,False,52.33241412412947,,,,,,,,,"LINESTRING (104.0952415 30.6759367, 104.0954269 30.6754939)"
7291394134,6868807334,0,733459016,,service,,,False,False,7.302782338788265,,,,,,,,,"LINESTRING (104.0952415 30.6759367, 104.0951683 30.675918)"
7291394135,7291394134,0,132624552,,primary,3,一环路东一段,True,False,31.697419890437114,,,,,,,,,"LINESTRING (104.0951292 30.6762049, 104.0952415 30.6759367)"
7291394135,6406174510,0,683885298,,service,,,False,False,143.45302158376785,,,,,,,,,"LINESTRING (104.0951292 30.6762049, 104.0936809 30.6758691)"
7291394136,8589012063,0,132624552,,primary,3,一环路东一段,True,False,57.42704434023242,,,,,,,,,"LINESTRING (104.0954269 30.6754939, 104.0956294 30.6750077)"
7291394136,6868807328,0,733459015,,service,,,False,False,7.33743193769705,,,,,,,,,"LINESTRING (104.0954269 30.6754939, 104.0953518 30.6754804)"
7291394138,6586057872,0,701271499,,service,,,False,False,2.703025048213567,,,,,,,,,"LINESTRING (104.0984171 30.6763081, 104.098393 30.6762954)"
7291394138,7291394140,0,701271499,,service,,,False,True,37.36108624790846,,,,,,,,,"LINESTRING (104.0984171 30.6763081, 104.0987848 30.6764216)"
7291394140,7291394138,0,701271499,,service,,,False,False,37.36108624790846,,,,,,,,,"LINESTRING (104.0987848 30.6764216, 104.0984171 30.6763081)"
7291394140,6586057869,0,701271499,,service,,,False,True,1.2061991080952792,,,,,,,,,"LINESTRING (104.0987848 30.6764216, 104.0987971 30.676424)"
7291394144,7902567617,0,543809190,,service,,,False,True,37.803425090628,,,,,,,,,"LINESTRING (104.0969267 30.6758329, 104.0972975 30.6759507)"
7291394144,7291394145,0,780896389,,service,,,False,False,6.035875116689384,,,,,yes,,,,"LINESTRING (104.0969267 30.6758329, 104.0968668 30.6758158)"
7291394145,5256947478,0,780896388,,service,,,False,False,39.857217674507154,,,,,,,,,"LINESTRING (104.0968668 30.6758158, 104.0964706 30.6757046)"
7291394145,7291394144,0,780896389,,service,,,False,True,6.035875116689384,,,,,yes,,,,"LINESTRING (104.0968668 30.6758158, 104.0969267 30.6758329)"
7292010487,6936330377,0,740880886,yes,trunk_link,,,True,False,47.914224266188405,,,,,,,,,"LINESTRING (104.0717962 30.7268913, 104.0713096 30.7267878)"
7292010493,9830264811,0,570400717,,secondary,,王贾大道,True,False,26.889663990959765,,,,,,,,,"LINESTRING (104.0674839 30.7274726, 104.0674637 30.7272314)"
7292010498,5483832204,0,137381084,viaduct,trunk,3,北星大道一段,True,False,71.80623197261109,,,,,,,,,"LINESTRING (104.0778254 30.7063933, 104.0776447 30.7070201)"
7292010498,7292010499,0,570400705,yes,trunk,,,True,False,72.27185630591958,,,,,,,,,"LINESTRING (104.0778254 30.7063933, 104.0777611 30.7070409)"
7292010499,5483832205,0,570400705,yes,trunk,,,True,False,51.92192425657926,,,,,,,,,"LINESTRING (104.0777611 30.7070409, 104.0777231 30.7075067)"
7292010500,6312758368,0,570400705,yes,trunk,,,True,False,22.934821211211897,,,,,,,,,"LINESTRING (104.0777241 30.7077511, 104.0777579 30.7079553)"
7292010501,5483832207,0,570400705,yes,trunk,,,True,False,24.788206733373347,,,,,,,,,"LINESTRING (104.0779262 30.7085327, 104.0780145 30.7087423)"
7292010502,7292010503,0,570400705,yes,trunk,,,True,False,17.243867579910148,,,,,,,,,"LINESTRING (104.0781441 30.7090599, 104.0781949 30.7092087)"
7292010503,5483832208,0,570400705,yes,trunk,,,True,False,13.863944424116674,,,,,,,,,"LINESTRING (104.0781949 30.7092087, 104.0782317 30.7093293)"
7292010504,5483832323,0,674089839,yes,trunk,,凤凰山高架路,True,False,41.43273502284454,,,,,,,,,"LINESTRING (104.0780302 30.704824, 104.0782006 30.7044814)"
7292010505,7292010504,0,674089839,yes,trunk,,凤凰山高架路,True,False,91.54127383517715,,,,,,,,,"LINESTRING (104.0777447 30.7056098, 104.0780302 30.704824)"
7292010506,6312758365,0,674089839,yes,trunk,,凤凰山高架路,True,False,67.99684709524168,,,,,,,,,"LINESTRING (104.0774331 30.7065746, 104.0776086 30.705982)"
7292010507,5483832325,0,726610483,yes,trunk,,凤凰山高架路,True,False,31.30732032134082,,,,,,,,,"LINESTRING (104.0771493 30.7077786, 104.0771933 30.7074996)"
7292010508,6312758366,0,726610483,yes,trunk,,凤凰山高架路,True,False,27.305907006102423,,,,,,,,,"LINESTRING (104.0771497 30.7082535, 104.077143 30.708008)"
7292010509,6312758367,0,726610483,yes,trunk,,凤凰山高架路,True,False,19.825661402889825,,,,,,,,,"LINESTRING (104.0772387 30.7086562, 104.077189 30.7084831)"
7292010510,5483832326,0,726610483,yes,trunk,,凤凰山高架路,True,False,26.085570321949326,,,,,,,,,"LINESTRING (104.07741 30.7090816, 104.0773095 30.7088635)"
7292010511,6810710518,0,674089840,yes,service,,,False,False,20.41806758976943,,,,private,,,,,"LINESTRING (104.0778912 30.7092681, 104.0779544 30.7094435)"
7292010511,7292010544,0,674089840,yes,service,,,False,True,24.327582362530727,,,,private,,,,,"LINESTRING (104.0778912 30.7092681, 104.0778095 30.7090609)"
7292010512,5483832219,0,137387299,,secondary,,韦家碾四路,True,False,35.168493332760335,,,,,,,,,"LINESTRING (104.0780727 30.7094703, 104.0781573 30.7097781)"
7292010513,5483832322,0,673295798,,secondary,,韦家碾四路,True,False,62.242489446754796,,,,,,,,,"LINESTRING (104.0779671 30.709759, 104.0777715 30.7092251)"
7292010514,6810710520,0,137387299,,secondary,,韦家碾四路,True,False,33.09351455145431,,,,,,,,,"LINESTRING (104.0777795 30.7087961, 104.0779213 30.7090676)"
7292010514,5483832202,0,780960486,,unclassified,,,False,False,45.52770889262601,,,,,,,,,"LINESTRING (104.0777795 30.7087961, 104.0781702 30.708562)"
7292010515,8118229816,0,137381464,,tertiary,,东沙街,False,False,13.554934195812391,,,,,,,,,"LINESTRING (104.0772949 30.7083804, 104.0774365 30.7083742)"
7292010515,1506426845,0,137381464,,tertiary,,东沙街,False,True,48.62126248622948,,,,,,,,,"LINESTRING (104.0772949 30.7083804, 104.0767875 30.7084101)"
7292010515,8118229815,0,673295798,,secondary,,韦家碾四路,True,False,13.492577800353938,,,,,,,,,"LINESTRING (104.0772949 30.7083804, 104.0771913 30.708298)"
7292010516,8118229814,0,673295798,,secondary,,韦家碾四路,True,False,8.32763902785376,,,,,,,,,"LINESTRING (104.0770226 30.7081493, 104.0769856 30.7080815)"
7292010517,8118229813,0,673295798,,secondary,,韦家碾四路,True,False,14.093868893458863,,,,,,,,,"LINESTRING (104.0769708 30.7080147, 104.0769749 30.707888)"
7292010518,7292010519,0,673295798,,secondary,,韦家碾四路,True,False,51.396602616009986,,,,,,,,,"LINESTRING (104.0769961 30.7077808, 104.0771228 30.7073316)"
7292010519,7292010520,0,673295798,,secondary,,韦家碾四路,True,False,131.2267576543651,,,,,,,,,"LINESTRING (104.0771228 30.7073316, 104.0774187 30.7061792)"
7292010520,7292010521,0,673295798,,secondary,,韦家碾四路,True,False,53.586981607635266,,,,,,,,,"LINESTRING (104.0774187 30.7061792, 104.0775481 30.7057103)"
7292010521,7292010522,0,673295798,,secondary,,韦家碾四路,True,False,80.40887343648231,,,,,,,,,"LINESTRING (104.0775481 30.7057103, 104.0778716 30.7050428)"
7292010522,7292010523,0,673295798,,secondary,,韦家碾四路,True,False,76.30693633428292,,,,,,,,,"LINESTRING (104.0778716 30.7050428, 104.0781396 30.7043964)"
7292010523,7292010524,0,673295798,,secondary,,韦家碾四路,True,False,45.40265910270052,,,,,,,,,"LINESTRING (104.0781396 30.7043964, 104.0782721 30.7040043)"
7292010524,7292010525,0,673295798,,secondary,,韦家碾四路,True,False,62.2303956223167,,,,,,,,,"LINESTRING (104.0782721 30.7040043, 104.0783861 30.7034533)"
7292010525,7292010526,0,673295798,,secondary,,韦家碾四路,True,False,51.95600109614443,,,,,,,,,"LINESTRING (104.0783861 30.7034533, 104.0784539 30.7029897)"
7292010526,7292010527,0,673295798,,secondary,,韦家碾四路,True,False,150.5579299178713,,,,,,,,,"LINESTRING (104.0784539 30.7029897, 104.0786757 30.7016492)"
7292010527,7292010528,0,673295798,,secondary,,韦家碾四路,True,False,93.9000161542635,,,,,,,,,"LINESTRING (104.0786757 30.7016492, 104.0788051 30.7008121)"
7292010528,7292010543,0,673295798,,secondary,,韦家碾四路,True,False,10.924163740362475,,,,,,,,,"LINESTRING (104.0788051 30.7008121, 104.0789193 30.700809)"
7292010529,5484553089,0,137387299,,secondary,,韦家碾四路,True,False,12.346176695090262,,,,,,,,,"LINESTRING (104.0791071 30.7008041, 104.0790923 30.7009144)"
7292010530,7292010531,0,137387299,,secondary,,韦家碾四路,True,False,102.47145571504552,,,,,,,,,"LINESTRING (104.0789499 30.7018055, 104.078839 30.7027221)"
7292010531,7292010533,0,137387299,,secondary,,韦家碾四路,True,False,100.78167428664005,,,,,,,,,"LINESTRING (104.078839 30.7027221, 104.0786749 30.7036174)"
7292010533,7292010534,0,137387299,,secondary,,韦家碾四路,True,False,41.18074096670647,,,,,,,,,"LINESTRING (104.0786749 30.7036174, 104.0785955 30.7039814)"
7292010534,7292010535,0,137387299,,secondary,,韦家碾四路,True,False,58.435353642397594,,,,,,,,,"LINESTRING (104.0785955 30.7039814, 104.0784608 30.704494)"
7292010535,7292010536,0,137387299,,secondary,,韦家碾四路,True,False,59.91558608426873,,,,,,,,,"LINESTRING (104.0784608 30.704494, 104.0783238 30.7050198)"
7292010536,7292010537,0,137387299,,secondary,,韦家碾四路,True,False,99.85338553543892,,,,,,,,,"LINESTRING (104.0783238 30.7050198, 104.0780133 30.7058772)"
7292010537,7292010538,0,137387299,,secondary,,韦家碾四路,True,False,58.51520339750345,,,,,,,,,"LINESTRING (104.0780133 30.7058772, 104.0778685 30.7063885)"
7292010538,7292010539,0,137387299,,secondary,,韦家碾四路,True,False,89.59115679851489,,,,,,,,,"LINESTRING (104.0778685 30.7063885, 104.0776405 30.70717)"
7292010539,7292010540,0,137387299,,secondary,,韦家碾四路,True,False,44.65971741497361,,,,,,,,,"LINESTRING (104.0776405 30.70717, 104.0775388 30.707562)"
7292010540,7292010541,0,137387299,,secondary,,韦家碾四路,True,False,35.375204743161646,,,,,,,,,"LINESTRING (104.0775388 30.707562, 104.0774895 30.7078773)"
7292010541,7292010542,0,137387299,,secondary,,韦家碾四路,True,False,32.11433092203876,,,,,,,,,"LINESTRING (104.0774895 30.7078773, 104.0774988 30.708166)"
7292010542,1507238858,0,137387299,,secondary,,韦家碾四路,True,False,23.301364863357087,,,,,,,,,"LINESTRING (104.0774988 30.708166, 104.0775579 30.7083693)"
7292010543,7292010529,0,137387299,,secondary,,韦家碾四路,True,False,17.96392536605876,,,,,,,,,"LINESTRING (104.0789193 30.700809, 104.0791071 30.7008041)"
7292010544,7292010511,0,674089840,yes,service,,,False,False,24.327582362530727,,,,private,,,,,"LINESTRING (104.0778095 30.7090609, 104.0778912 30.7092681)"
7292010544,7292010545,0,674089840,yes,service,,,False,True,26.176477643709173,,,,private,,,,,"LINESTRING (104.0778095 30.7090609, 104.0777028 30.7088441)"
7292010545,7292010544,0,674089840,yes,service,,,False,False,26.176477643709173,,,,private,,,,,"LINESTRING (104.0777028 30.7088441, 104.0778095 30.7090609)"
7292010545,7292010546,0,674089840,yes,service,,,False,True,24.011119183042894,,,,private,,,,,"LINESTRING (104.0777028 30.7088441, 104.0775979 30.7086479)"
7292010546,7292010545,0,674089840,yes,service,,,False,False,24.011119183042894,,,,private,,,,,"LINESTRING (104.0775979 30.7086479, 104.0777028 30.7088441)"
7292010546,8118229816,0,1236286829,,service,,,False,True,34.122259101341,,,,private,,,,,"LINESTRING (104.0775979 30.7086479, 104.0774365 30.7083742)"
7292010547,5483832463,0,726610476,yes,service,,,False,False,26.441070525892183,,,,private,,,,,"LINESTRING (104.0803673 30.7219692, 104.0802085 30.7217745)"
7292010547,6810710511,0,726610476,yes,service,,,False,True,17.951975689633556,,,,private,,,,,"LINESTRING (104.0803673 30.7219692, 104.0804751 30.7221014)"
7292010556,6810710511,0,726610476,yes,service,,,False,False,47.22846378562935,,,,private,,,,,"LINESTRING (104.0807657 30.7224449, 104.0804751 30.7221014)"
7292010556,6810710514,0,726610476,yes,service,,,False,True,206.27982086127795,,,,private,,,,,"LINESTRING (104.0807657 30.7224449, 104.0820271 30.7239501)"
7292010557,5482931084,0,726610476,yes,service,,,False,False,67.21315692138725,,,,private,,,,,"LINESTRING (104.0783595 30.7162483, 104.0782409 30.7156525)"
7292010557,6810710493,0,726610476,yes,service,,,False,True,39.11316502370693,,,,private,,,,,"LINESTRING (104.0783595 30.7162483, 104.0784286 30.716595)"
7292010558,7292010559,0,780960490,yes,trunk,,凤凰山高架路,True,False,152.03193982445165,,,,,,,,,"LINESTRING (104.0829047 30.7250795, 104.0819535 30.7239837)"
7292010559,7292010564,0,780960490,yes,trunk,,凤凰山高架路,True,False,140.47261594028726,,,,,,,,,"LINESTRING (104.0819535 30.7239837, 104.0811064 30.7229514)"
7292010560,5247243494,0,702467640,yes,trunk,,凤凰山高架路,True,False,141.50749820188776,,,,,,,,,"LINESTRING (104.0821026 30.7239061, 104.0830037 30.7249158)"
7292010561,7292010560,0,702467640,yes,trunk,,凤凰山高架路,True,False,106.89490687192259,,,,,,,,,"LINESTRING (104.0814438 30.7231293, 104.0821026 30.7239061)"
7292010563,5483832376,0,780960493,yes,trunk_link,,,True,False,5.692303658485722,,,,,,,,,"LINESTRING (104.0813706 30.7228491, 104.0814203 30.7228773)"
7292010564,6305300818,0,780960490,yes,trunk,,凤凰山高架路,True,False,105.75204247853756,,,,,,,,,"LINESTRING (104.0811064 30.7229514, 104.0804632 30.7221776)"
7292010565,12155190246,0,737384020,,secondary,,凤凰大道,True,False,51.173586597643855,,,,,,,,,"LINESTRING (104.0850648 30.7288502, 104.0849463 30.7284014)"
7292010566,5483767744,0,737384020,,secondary,,凤凰大道,True,False,113.47761499541627,,,,,,,,,"LINESTRING (104.0853374 30.7304345, 104.0851764 30.7294234)"
7292010567,7292010574,0,780960495,,primary_link,,,True,False,37.00216384267424,,,,,,,,,"LINESTRING (104.0861422 30.7365874, 104.0861299 30.7362548)"
7292010568,7292010569,0,780960496,yes,primary_link,,,True,False,36.36905600621065,,,,,,,,,"LINESTRING (104.0861239 30.736093, 104.0861057 30.7357663)"
7292010569,7292010570,0,780960496,yes,primary_link,,,True,False,53.911766435182884,,,,,,,,,"LINESTRING (104.0861057 30.7357663, 104.0860304 30.7352858)"
7292010570,7292010571,0,780960496,yes,primary_link,,,True,False,32.53937766985758,,,,,,,,,"LINESTRING (104.0860304 30.7352858, 104.0859857 30.7349957)"
7292010571,7292010572,0,780960496,yes,primary_link,,,True,False,45.32815445265779,,,,,,,,,"LINESTRING (104.0859857 30.7349957, 104.0859349 30.7345904)"
7292010572,7292010573,0,780960496,yes,primary_link,,,True,False,116.61889119817643,,,,,,,,,"LINESTRING (104.0859349 30.7345904, 104.0858115 30.733547)"
7292010573,5483767776,0,920029263,yes,trunk,,凤凰山高架路,True,False,379.29506996556233,,,,,,,,,"LINESTRING (104.0858115 30.733547, 104.0852536 30.7301698)"
7292010574,7292010568,0,780960496,yes,primary_link,,,True,False,18.00050128449242,,,,,,,,,"LINESTRING (104.0861299 30.7362548, 104.0861239 30.736093)"
7292010575,5483838603,0,737384020,,secondary,,凤凰大道,True,False,75.01391380263254,,,,,,,,,"LINESTRING (104.0862313 30.7365018, 104.0862366 30.7358272)"
7292010576,4744814878,0,780960491,yes,trunk,,凤凰山高架路,True,False,60.94320291030429,,,,,,,,,"LINESTRING (104.0863841 30.7369541, 104.0863145 30.7374989)"
7292010577,4744814879,0,780960491,yes,trunk,,凤凰山高架路,True,False,115.9735281543186,,,,,,,,,"LINESTRING (104.0862983 30.73773, 104.0862256 30.7387711)"
7292010577,7292010578,0,780960497,yes,primary_link,,,True,False,68.32734309972356,,,,,,,,,"LINESTRING (104.0862983 30.73773, 104.0863294 30.7383439)"
7292010578,7292010579,0,780960497,yes,primary_link,,,True,False,49.57843901822813,,,,,,,,,"LINESTRING (104.0863294 30.7383439, 104.0863083 30.7387894)"
7292010579,7292010580,0,780960497,yes,primary_link,,,True,False,38.42568389003134,,,,,,,,,"LINESTRING (104.0863083 30.7387894, 104.0862897 30.7391346)"
7292010580,7292010581,0,780960497,yes,primary_link,,,True,False,102.2079425102342,,,,,,,,,"LINESTRING (104.0862897 30.7391346, 104.0862196 30.7400518)"
7292019086,5483832423,0,780960491,yes,trunk,,凤凰山高架路,True,False,48.36394334915092,,,,,,,,,"LINESTRING (104.0852539 30.7289348, 104.0853127 30.7293668)"
7292019087,1507272098,0,954309947,viaduct,trunk,3,北星大道一段,True,False,146.74832796482775,,,,,,,,,"LINESTRING (104.0787899 30.7022613, 104.0785936 30.7035702)"
7292019088,7292019094,0,780960499,yes,trunk_link,,,True,False,71.3865216388019,,,,,,,,,"LINESTRING (104.0788313 30.7032086, 104.0787168 30.703843)"
7292019090,7292019092,0,780960500,,trunk_link,,,True,False,32.281487918897135,,,,,,,,,"LINESTRING (104.0786634 30.7040994, 104.0785851 30.7043818)"
7292019092,7292010536,0,780960500,,trunk_link,,,True,False,75.21259740757752,,,,,,,,,"LINESTRING (104.0785851 30.7043818, 104.0783238 30.7050198)"
7292019094,7292019090,0,780960500,,trunk_link,,,True,False,28.963934332615924,,,,,,,,,"LINESTRING (104.0787168 30.703843, 104.0786634 30.7040994)"
7292019099,7292019100,0,508550189,,living_street,,内曹家巷,False,False,109.55000589788254,,,,,,,,,"LINESTRING (104.0836389 30.6763045, 104.0846715 30.675878)"
7292019099,4978440955,0,508550189,,living_street,,内曹家巷,False,True,92.85219583407026,,,,,,,,,"LINESTRING (104.0836389 30.6763045, 104.0827306 30.6765995)"
7292019100,1159230561,0,508550189,,living_street,,内曹家巷,False,False,102.36816240330552,,,,,,,,,"LINESTRING (104.0846715 30.675878, 104.0856224 30.6754553)"
7292019100,7292019099,0,508550189,,living_street,,内曹家巷,False,True,109.55000589788254,,,,,,,,,"LINESTRING (104.0846715 30.675878, 104.0836389 30.6763045)"
7292019145,6814327975,0,641188916,,service,,,False,False,3.883625015364013,,,,,,,,,"LINESTRING (104.1009742 30.6783907, 104.1009875 30.6783577)"
7292019145,6870936699,0,641188916,,service,,,False,True,22.24030001823978,,,,,,,,,"LINESTRING (104.1009742 30.6783907, 104.1008981 30.6785797)"
7292019145,7292019146,0,780960511,,service,,,False,False,13.534082752273559,,,,,,,,,"LINESTRING (104.1009742 30.6783907, 104.1008415 30.6783484)"
7292019146,7292019145,0,780960511,,service,,,False,True,13.534082752273559,,,,,,,,,"LINESTRING (104.1008415 30.6783484, 104.1009742 30.6783907)"
7305890429,7305890430,0,539235843,,residential,,崔家店横一街,False,False,88.3266780037605,,,,,,,,,"LINESTRING (104.1282764 30.6654165, 104.1274738 30.6650236)"
7305890429,5508558924,0,539235843,,residential,,崔家店横一街,False,True,20.562707188649814,,,,,,,,,"LINESTRING (104.1282764 30.6654165, 104.1284343 30.665542)"
7305890430,5218133128,0,539235843,,residential,,崔家店横一街,False,False,20.842827152919025,,,,,,,,,"LINESTRING (104.1274738 30.6650236, 104.1272842 30.6649312)"
7305890430,7305890429,0,539235843,,residential,,崔家店横一街,False,True,88.3266780037605,,,,,,,,,"LINESTRING (104.1274738 30.6650236, 104.1282764 30.6654165)"
7350915345,5213238495,0,538608186,,secondary,,武侯祠大街,True,False,112.6611747628658,,,,,,,,,"LINESTRING (104.0457387 30.6465708, 104.046909 30.646684)"
7350915347,7350915348,0,28623882,,unclassified,,体院路,False,False,6.379389768619109,,,,,,,,,"LINESTRING (104.0444586 30.6466334, 104.0444259 30.6466834)"
7350915347,4225497267,0,28623882,,unclassified,,体院路,False,True,10.57481531867782,,,,,,,,,"LINESTRING (104.0444586 30.6466334, 104.0444866 30.6465414)"
7350915348,4225497269,0,28623882,,unclassified,,体院路,False,False,7.406918585720735,,,,,,,,,"LINESTRING (104.0444259 30.6466834, 104.0443699 30.6467294)"
7350915348,7350915347,0,28623882,,unclassified,,体院路,False,True,6.379389768619109,,,,,,,,,"LINESTRING (104.0444259 30.6466834, 104.0444586 30.6466334)"
7350915349,5514125486,0,28623882,,unclassified,,体院路,False,False,19.343932071695633,,,,,,,,,"LINESTRING (104.0431061 30.6464552, 104.0430782 30.6462829)"
7350915349,4225497272,0,28623882,,unclassified,,体院路,False,True,84.77567174684759,,,,,,,,,"LINESTRING (104.0431061 30.6464552, 104.0433621 30.6471851)"
7350915350,5628752323,0,28620961,,residential,,武侯祠横街,False,False,96.52486127935919,,,,,,,,,"LINESTRING (104.0471138 30.6465463, 104.0466307 30.6457842)"
7350915350,7350915351,0,28620961,,residential,,武侯祠横街,False,True,8.243785741790312,,,,,,,,,"LINESTRING (104.0471138 30.6465463, 104.0471207 30.6466202)"
7350915351,7350915350,0,28620961,,residential,,武侯祠横街,False,False,8.243785741790312,,,,,,,,,"LINESTRING (104.0471207 30.6466202, 104.0471138 30.6465463)"
7350915351,5336411861,0,28620961,,residential,,武侯祠横街,False,True,11.46876716852534,,,,,,,,,"LINESTRING (104.0471207 30.6466202, 104.0470859 30.6467189)"
7350915352,4582783096,0,589463661,,unclassified,2,南浦西路,True,False,7.399089030155005,,,,,,,,,"LINESTRING (104.0450525 30.6534535, 104.0449795 30.6534755)"
7350915352,7350915353,0,589463679,,service,,,False,False,11.882169376915455,,,,,,,,,"LINESTRING (104.0450525 30.6534535, 104.0450078 30.6533538)"
7350915353,7350915355,0,589463679,,service,,,False,False,112.38386446197023,,,,,,,,,"LINESTRING (104.0450078 30.6533538, 104.0443826 30.6524981)"
7350915353,7350915352,0,589463679,,service,,,False,True,11.882169376915455,,,,,,,,,"LINESTRING (104.0450078 30.6533538, 104.0450525 30.6534535)"
7350915355,7350915353,0,589463679,,service,,,False,True,112.38386446197023,,,,,,,,,"LINESTRING (104.0443826 30.6524981, 104.0450078 30.6533538)"
7350915355,7350915358,0,786214405,,service,,,False,False,30.387845842020674,,,,,,,,,"LINESTRING (104.0443826 30.6524981, 104.0440991 30.6526214)"
7350915355,7350915382,0,786214405,,service,,,False,True,187.03577253748384,,,,,,,,,"LINESTRING (104.0443826 30.6524981, 104.046153 30.6517842)"
7350915357,7350915370,0,786214405,,service,,,False,False,125.54023012808544,,,,,,,,,"LINESTRING (104.0483163 30.6509396, 104.0471237 30.6514108)"
7350915357,7350929794,0,1039094973,,service,,,False,False,104.13865885989303,,,,,,,,,"LINESTRING (104.0483163 30.6509396, 104.0478896 30.650078)"
7350915357,3523294437,0,1039094973,,service,,,False,True,57.25557263826536,,,,,,,,,"LINESTRING (104.0483163 30.6509396, 104.0485741 30.6514043)"
7350915358,7350915359,0,786214405,,service,,,False,False,61.601426968780046,,,,,,,,,"LINESTRING (104.0440991 30.6526214, 104.0435353 30.6528891)"
7350915358,7350915355,0,786214405,,service,,,False,True,30.387845842020674,,,,,,,,,"LINESTRING (104.0440991 30.6526214, 104.0443826 30.6524981)"
7350915359,7350915360,0,786214405,,service,,,False,False,10.173771609413533,,,,,,,,,"LINESTRING (104.0435353 30.6528891, 104.0435168 30.6529792)"
7350915359,7350915358,0,786214405,,service,,,False,True,61.601426968780046,,,,,,,,,"LINESTRING (104.0435353 30.6528891, 104.0440991 30.6526214)"
7350915360,7350915361,0,786214405,,service,,,False,False,11.784944235629037,,,,,,,,,"LINESTRING (104.0435168 30.6529792, 104.0434429 30.653064)"
7350915360,7350915359,0,786214405,,service,,,False,True,10.173771609413533,,,,,,,,,"LINESTRING (104.0435168 30.6529792, 104.0435353 30.6528891)"
7350915361,7350915362,0,786214405,,service,,,False,False,17.17044984179721,,,,,,,,,"LINESTRING (104.0434429 30.653064, 104.043295 30.6531515)"
7350915361,7350915360,0,786214405,,service,,,False,True,11.784944235629037,,,,,,,,,"LINESTRING (104.0434429 30.653064, 104.0435168 30.6529792)"
7350915362,7350915363,0,786214405,,service,,,False,False,11.55638571978181,,,,,,,,,"LINESTRING (104.043295 30.6531515, 104.043181 30.6531859)"
7350915362,7350915361,0,786214405,,service,,,False,True,17.17044984179721,,,,,,,,,"LINESTRING (104.043295 30.6531515, 104.0434429 30.653064)"
7350915363,7350915364,0,786214405,,service,,,False,False,12.690105979228804,,,,,,,,,"LINESTRING (104.043181 30.6531859, 104.0431748 30.6532999)"
7350915363,7350915362,0,786214405,,service,,,False,True,11.55638571978181,,,,,,,,,"LINESTRING (104.043181 30.6531859, 104.043295 30.6531515)"
7350915364,7350915365,0,786214405,,service,,,False,False,18.059948034829755,,,,,,,,,"LINESTRING (104.0431748 30.6532999, 104.0430855 30.653443)"
7350915364,7350915363,0,786214405,,service,,,False,True,12.690105979228804,,,,,,,,,"LINESTRING (104.0431748 30.6532999, 104.043181 30.6531859)"
7350915365,7350915366,0,786214405,,service,,,False,False,17.535684187999927,,,,,,,,,"LINESTRING (104.0430855 30.653443, 104.0429622 30.6535597)"
