u,v,key,osmid,bridge,highway,lanes,name,oneway,reversed,length,width,ref,service,access,tunnel,junction,maxspeed,landuse,geometry
4964134658,13019498290,0,506742652,,tertiary,,,True,False,7.388404471472831,,,,,,,,,"LINESTRING (104.0311806 30.7192543, 104.0311039 30.7192625)"
4964134659,4964134660,0,506742652,,tertiary,,,True,False,14.816681838736852,,,,,,,,,"LINESTRING (104.0310407 30.7192693, 104.030892 30.7193069)"
4964134660,4964134661,0,506742652,,tertiary,,,True,False,8.984822077885331,,,,,,,,,"LINESTRING (104.030892 30.7193069, 104.0308104 30.719347)"
4964134661,4964134662,0,506742652,,tertiary,,,True,False,11.671050646634836,,,,,,,,,"LINESTRING (104.0308104 30.719347, 104.0307171 30.7194147)"
4964134662,4964134663,0,506742652,,tertiary,,,True,False,9.423588863153148,,,,,,,,,"LINESTRING (104.0307171 30.7194147, 104.0306617 30.7194848)"
4964134663,4964134664,0,506742652,,tertiary,,,True,False,10.205198092618756,,,,,,,,,"LINESTRING (104.0306617 30.7194848, 104.0306005 30.71956)"
4964134664,4964134665,0,506742652,,tertiary,,,True,False,9.656878185747896,,,,,,,,,"LINESTRING (104.0306005 30.71956, 104.0305306 30.7196227)"
4964134665,4964134670,0,506742652,,tertiary,,,True,False,8.79707468091069,,,,,,,,,"LINESTRING (104.0305306 30.7196227, 104.0304504 30.7196615)"
4964134666,4964134667,0,506742652,,tertiary,,,True,False,43.25930900681161,,,,,,,,,"LINESTRING (104.0303528 30.7197329, 104.0300729 30.7200386)"
4964134667,11371416550,0,506742652,,tertiary,,,True,False,32.70123614777482,,,,,,,,,"LINESTRING (104.0300729 30.7200386, 104.0298438 30.720257)"
4964134670,4964134666,0,506742652,,tertiary,,,True,False,12.25060825860779,,,,,,,,,"LINESTRING (104.0304504 30.7196615, 104.0303528 30.7197329)"
4964134671,4964134672,0,506742654,,tertiary,,,True,False,29.87373945681602,,,,,,,,,"LINESTRING (104.0298045 30.7195637, 104.0299742 30.7193381)"
4964134672,4964134673,0,506742654,,tertiary,,,True,False,21.3323874360011,,,,,,,,,"LINESTRING (104.0299742 30.7193381, 104.0300774 30.719168)"
4964134673,4964134674,0,506742654,,tertiary,,,True,False,12.41353978965141,,,,,,,,,"LINESTRING (104.0300774 30.719168, 104.0301337 30.7190674)"
4964134674,4964134675,0,506742654,,tertiary,,,True,False,16.090301328669714,,,,,,,,,"LINESTRING (104.0301337 30.7190674, 104.0301579 30.7189242)"
4964134675,4964134676,0,506742654,,tertiary,,,True,False,9.42986414673465,,,,,,,,,"LINESTRING (104.0301579 30.7189242, 104.030153 30.7188395)"
4964134676,4964134677,0,506742654,,tertiary,,,True,False,21.270651446064367,,,,,,,,,"LINESTRING (104.030153 30.7188395, 104.0301341 30.7186489)"
4964134677,9921713883,0,506742654,,tertiary,,,True,False,35.892529842515685,,,,,,,,,"LINESTRING (104.0301341 30.7186489, 104.0300717 30.7183306)"
4964134678,4964134679,0,506742654,,tertiary,,,True,False,13.51933690066004,,,,,,,,,"LINESTRING (104.0298735 30.7171322, 104.0298385 30.7170144)"
4964134679,4964134680,0,506742654,,tertiary,,,True,False,12.984803584219955,,,,,,,,,"LINESTRING (104.0298385 30.7170144, 104.029786 30.7169067)"
4964134680,4964134681,0,506742654,,tertiary,,,True,False,24.471675137929157,,,,,,,,,"LINESTRING (104.029786 30.7169067, 104.0296671 30.7167118)"
4967265403,5514483495,0,574533162,,residential,,东风路北二巷,False,True,57.44178474471842,,,,,,,,,"LINESTRING (104.0945981 30.6542761, 104.0940807 30.6545383)"
4967265403,6356151534,0,925480221,,primary_link,2,一环路东三段,True,False,15.39555414321777,,,,,,,,,"LINESTRING (104.0945981 30.6542761, 104.094503 30.6541644)"
4967265404,13019949232,0,132710405,,primary,3,蜀都大道东风路,True,False,18.745158409078222,,,,,,,,,"LINESTRING (104.0934218 30.6524145, 104.0932495 30.6524948)"
4967265404,5213238565,0,925480221,,primary_link,2,一环路东三段,True,False,12.702661486352252,,,,,,,,,"LINESTRING (104.0934218 30.6524145, 104.0933627 30.6523122)"
4967265405,5529897033,0,574476389,,primary,,一环路东四段,True,False,27.556972928221235,,,,,,,,,"LINESTRING (104.0923058 30.6504193, 104.0921714 30.6502001)"
4967265407,672360527,0,890791658,,primary,3,,True,False,182.5152857831948,,,,,,,,,"LINESTRING (104.0924104 30.6503525, 104.0932674 30.651819)"
4967265407,5514125517,0,890791662,,primary_link,2,一环路东四段,True,False,30.06345834711809,,,,,,,,,"LINESTRING (104.0924104 30.6503525, 104.0926239 30.6505509)"
4967265408,4967265404,0,132710405,,primary,3,蜀都大道东风路,True,False,26.47278120398976,,,,,,,,,"LINESTRING (104.0936665 30.6523033, 104.0934218 30.6524145)"
4967265408,13019949236,0,925480220,,primary_link,2,一环路东三段,True,False,20.120756260499245,,,,,,,,,"LINESTRING (104.0936665 30.6523033, 104.0937654 30.652463)"
4967265409,6356151536,0,925480220,,primary_link,2,一环路东三段,True,False,14.295633323878135,,,,,,,,,"LINESTRING (104.0947023 30.6539799, 104.094766 30.6540962)"
4978430037,8234673736,0,836433773,,primary,,中环路崔家店路段,True,False,6.213697359692003,,,,,,,,,"LINESTRING (104.1324546 30.6657849, 104.1324147 30.6657408)"
4978430038,9289605359,0,1006912213,yes,primary,2,府青跨线桥,True,False,72.22817514421976,,,,,,,50,,"LINESTRING (104.0962144 30.6838676, 104.0957874 30.6833318)"
4978440954,1947584091,0,184296347,,residential,,星辉中路,False,False,41.27256329135825,,,,,,,,,"LINESTRING (104.0789044 30.6777076, 104.0792774 30.6775209)"
4978440954,12214134475,0,184296347,,residential,,星辉中路,False,True,113.42158154121792,,,,,,,,,"LINESTRING (104.0789044 30.6777076, 104.0778872 30.6782321)"
4978440954,4978440955,0,508550189,,living_street,,内曹家巷,False,False,386.1030698941935,,,,,,,,,"LINESTRING (104.0789044 30.6777076, 104.0827306 30.6765995)"
4978440955,7292019099,0,508550189,,living_street,,内曹家巷,False,False,92.85219583407026,,,,,,,,,"LINESTRING (104.0827306 30.6765995, 104.0836389 30.6763045)"
4978440955,4978440954,0,508550189,,living_street,,内曹家巷,False,True,386.1030698941935,,,,,,,,,"LINESTRING (104.0827306 30.6765995, 104.0789044 30.6777076)"
4978440955,1159229835,0,633411506,,tertiary,,马鞍南路,False,False,76.13441206865431,,,,,,,,,"LINESTRING (104.0827306 30.6765995, 104.0823177 30.6760141)"
4978440955,1159143854,0,633411506,,tertiary,,马鞍南路,False,True,235.03680392211453,,,,,,,,,"LINESTRING (104.0827306 30.6765995, 104.0839488 30.6784353)"
4978440956,1388412848,0,218383552,,primary,3,解放路二段,True,False,133.59104211882408,,,,,,,,,"LINESTRING (104.0774447 30.6801027, 104.0767715 30.67905)"
4978440956,4978440958,0,508550190,,residential,,,False,False,136.80742338960434,,,,,,,,,"LINESTRING (104.0774447 30.6801027, 104.0761607 30.6806452)"
4978440956,5602701384,0,508550190,,residential,,,False,True,11.496051696347353,,,,,,,,,"LINESTRING (104.0774447 30.6801027, 104.0775459 30.6800469)"
4978440956,5602701347,0,586386566,,tertiary,,,True,False,36.40125266675124,,,,,,,,,"LINESTRING (104.0774447 30.6801027, 104.0771797 30.6798677)"
4978440957,1159483888,0,837293248,,residential,,成华南街,False,False,134.7315719228015,,,,,,,,,"LINESTRING (104.0744816 30.6811143, 104.0738821 30.6800178)"
4978440957,1159484422,0,837293248,,residential,,成华南街,False,True,179.4236016875189,,,,,,,,,"LINESTRING (104.0744816 30.6811143, 104.0752773 30.6825756)"
4978440957,4978440959,0,931006822,,residential,,,False,True,123.34240694306513,,,,,,,,,"LINESTRING (104.0744816 30.6811143, 104.0756732 30.6806898)"
4978440958,4978440960,0,508550190,,residential,,,False,False,17.06805344229427,,,,,,,,,"LINESTRING (104.0761607 30.6806452, 104.0759826 30.6806552)"
4978440958,4978440956,0,508550190,,residential,,,False,True,136.80742338960434,,,,,,,,,"LINESTRING (104.0761607 30.6806452, 104.0774447 30.6801027)"
4978440959,4978440957,0,931006822,,residential,,,False,False,123.34240694306513,,,,,,,,,"LINESTRING (104.0756732 30.6806898, 104.0744816 30.6811143)"
4978440959,8632126514,0,931006822,,residential,,,False,True,8.168493482050676,,,,,,,,,"LINESTRING (104.0756732 30.6806898, 104.0757579 30.6806803)"
4978440960,8632126515,0,508550190,,residential,,,False,False,5.631396276980824,,,,,,,,,"LINESTRING (104.0759826 30.6806552, 104.0759242 30.6806617)"
4978440960,4978440958,0,508550190,,residential,,,False,True,17.06805344229427,,,,,,,,,"LINESTRING (104.0759826 30.6806552, 104.0761607 30.6806452)"
4978440960,2823785861,0,508550191,,residential,,,False,False,150.3447751806735,,,,,,,,,"LINESTRING (104.0759826 30.6806552, 104.075464 30.6793788)"
4978440960,2784763755,0,508550191,,residential,,,False,True,164.04177368529264,,,,,,,,,"LINESTRING (104.0759826 30.6806552, 104.0767234 30.6819858)"
4978441007,1455134630,0,132235766,,primary_link,,,True,False,31.737909878546954,,,,,,,,,"LINESTRING (104.1092883 30.6941511, 104.1090121 30.6943094)"
4978441007,1457824925,0,508550194,,primary,,中环路八里庄路段,True,False,42.934065616815325,,,,,,,,,"LINESTRING (104.1092883 30.6941511, 104.1089614 30.6944158)"
4978441008,4978441422,0,508550196,,primary,,中环路二仙桥西路段,True,False,32.24641761667005,,,,,,,,,"LINESTRING (104.1213947 30.6850284, 104.1216427 30.6848319)"
4978441008,2852766089,0,689042904,,tertiary,,地勘路,False,False,364.0264168561272,,,,,,,,,"LINESTRING (104.1213947 30.6850284, 104.1188311 30.6826083)"
4978441008,2852766091,0,689042904,,tertiary,,地勘路,False,True,15.063476870380756,,,,,,,,,"LINESTRING (104.1213947 30.6850284, 104.1214901 30.6851362)"
4978441009,6463442271,0,259894865,,secondary,,二仙桥北路,True,False,49.043003464013516,,,,,,,,,"LINESTRING (104.1241553 30.6831902, 104.1245557 30.6834658)"
4978441009,5459472408,0,508550199,,secondary,,,True,False,22.780962043691517,,,,,,,,,"LINESTRING (104.1241553 30.6831902, 104.1239587 30.6833059)"
4978441015,5078774837,0,612452034,,primary,,中环路二仙桥东路段,True,False,388.1391548690633,,,,,,,,,"LINESTRING (104.1345043 30.6752892, 104.1314961 30.6776324)"
4978441016,2852766091,0,920032540,,primary,,中环路二仙桥西路段,True,False,27.52522515551318,,,,,,,,,"LINESTRING (104.1217031 30.6849697, 104.1214901 30.6851362)"
4978441017,4978441016,0,689042897,,primary,,,True,False,114.64365220314838,,,,,,,,,"LINESTRING (104.1225757 30.6842627, 104.1217031 30.6849697)"
4978441018,6497436108,0,508550199,,secondary,,,True,False,45.965786065442266,,,,,,,,,"LINESTRING (104.1262176 30.6815365, 104.1258961 30.6818438)"
4978441018,4978441019,0,508550201,,primary,,,True,False,46.511656988499254,,,,,,,,,"LINESTRING (104.1262176 30.6815365, 104.1258317 30.6817911)"
4978441019,6917868659,0,689042898,yes,primary,,,True,False,245.50322764692592,,,,,,,,,"LINESTRING (104.1258317 30.6817911, 104.1238644 30.6832096)"
4978441020,7699919410,0,612456698,,primary,,中环路二仙桥东路段,True,False,121.97592974012348,,,,,,,,,"LINESTRING (104.1261687 30.6813677, 104.1271317 30.6806484)"
4978441421,4978441020,0,689042899,,primary,,,True,False,54.88969690568567,,,,,,,,,"LINESTRING (104.1257729 30.6817252, 104.1261687 30.6813677)"
4978441422,6463442279,0,508550202,,primary,,,True,False,46.27917424512389,,,,,,,,,"LINESTRING (104.1216427 30.6848319, 104.1220111 30.684562)"
4978441422,6463442202,0,572757776,,secondary,,,True,False,43.99352888910533,,,,,,,,,"LINESTRING (104.1216427 30.6848319, 104.1219244 30.6845191)"
4978441423,12756661257,0,689042896,yes,primary,,,True,False,102.36522336672077,,,,,,,,,"LINESTRING (104.1225208 30.684204, 104.123306 30.6835783)"
4978456789,9921684978,0,1082603258,,service,,,False,False,25.985089794398323,,,,,,,,,"LINESTRING (104.0298367 30.7208071, 104.0295985 30.7206945)"
4978456789,12125696343,0,1082603258,,service,,,False,True,68.34861027674711,,,,,,,,,"LINESTRING (104.0298367 30.7208071, 104.0304227 30.7211593)"
4978456789,12125696362,0,1309514722,,service,,,False,True,177.3476580046185,,,,,,,,,"LINESTRING (104.0298367 30.7208071, 104.030847 30.7194694)"
4978456790,9921713731,0,1082603063,,service,,,False,False,22.003121750801753,,,,,,,,,"LINESTRING (104.0334957 30.7199479, 104.0333966 30.7201265)"
4978456790,9921713730,0,1082603063,,service,,,False,True,13.143348317250572,,,,,,,,,"LINESTRING (104.0334957 30.7199479, 104.0335751 30.7198514)"
4989152045,1964578647,0,185775651,,tertiary,,杉板桥南一路,False,False,88.67161605450978,,,,,,,,,"LINESTRING (104.1146075 30.6641488, 104.114913 30.6633959)"
4989152045,10576182227,0,185775651,,tertiary,,杉板桥南一路,False,True,143.37736108126845,,,,,,,,,"LINESTRING (104.1146075 30.6641488, 104.1141396 30.6653738)"
4989152045,5797503259,0,612452020,,footway,,,False,False,12.626110956145734,,,,,,,,,"LINESTRING (104.1146075 30.6641488, 104.1144983 30.6642126)"
4989782353,2908413738,0,287209577,,unclassified,,,False,False,89.10706080433718,,,,,,,,,"LINESTRING (104.0874112 30.6464962, 104.0883003 30.6462573)"
4989782353,1305816720,0,287209577,,unclassified,,,False,True,37.54216324691139,,,,,,,,,"LINESTRING (104.0874112 30.6464962, 104.0870985 30.6467002)"
4989782355,8942111900,0,509827171,,tertiary,,西体北路,False,False,359.22134591521706,,,,,,,,,"LINESTRING (104.05889 30.6838589, 104.0573505 30.6868057)"
4989782355,4989782356,0,509827171,,tertiary,,西体北路,False,True,16.237891173102692,,,,,,,,,"LINESTRING (104.05889 30.6838589, 104.0589596 30.6837257)"
4989782355,8629395005,0,509827173,,unclassified,,西体路,True,False,3.3784748754749034,,,,,,,,,"LINESTRING (104.05889 30.6838589, 104.0588548 30.6838563)"
4989782356,4989782355,0,509827171,,tertiary,,西体北路,False,False,16.237891173102692,,,,,,,,,"LINESTRING (104.0589596 30.6837257, 104.05889 30.6838589)"
4989782356,4989782372,0,509827172,,unclassified,,西体路,True,False,17.955212597953647,,,,,,,,,"LINESTRING (104.0589596 30.6837257, 104.0591413 30.6837664)"
4989782357,6224263446,0,509827172,,unclassified,,西体路,True,False,119.229681505314,,,,,,,,,"LINESTRING (104.0564867 30.6827444, 104.0576078 30.6832136)"
4989782358,6224263450,0,509827172,,unclassified,,西体路,True,False,17.79302686059955,,,,,,,,,"LINESTRING (104.058378 30.6835428, 104.0585461 30.6836114)"
4989782359,12595634815,0,509827172,,unclassified,,西体路,True,False,19.83372789748467,,,,,,,,,"LINESTRING (104.0598203 30.6838203, 104.0600277 30.6838217)"
4989782360,6224263462,0,954864895,,unclassified,,武都路,True,False,19.429561657926932,,,,,,,,,"LINESTRING (104.0612449 30.6837346, 104.0614446 30.6837024)"
4989782361,6224263463,0,954864895,,unclassified,,武都路,True,False,22.85958236968768,,,,,,,,,"LINESTRING (104.0618153 30.6836238, 104.0620369 30.6835467)"
4989782362,6224263464,0,954864895,,unclassified,,武都路,True,False,48.84206328195183,,,,,,,,,"LINESTRING (104.0622049 30.6834851, 104.062651 30.6832712)"
4989782363,6224262557,0,954864895,,unclassified,,武都路,True,False,35.417862273315755,,,,,,,,,"LINESTRING (104.0630894 30.6830795, 104.0634359 30.682967)"
4989782364,6224263460,0,954864895,,unclassified,,武都路,True,False,29.19500220677181,,,,,,,,,"LINESTRING (104.0604335 30.6838175, 104.0607375 30.6837933)"
4989782365,4989782361,0,954864895,,unclassified,,武都路,True,False,15.049008299730447,,,,,,,,,"LINESTRING (104.0616645 30.6836625, 104.0618153 30.6836238)"
4989782368,4118527279,0,509827173,,unclassified,,西体路,True,False,206.47948719719594,,,,,,,,,"LINESTRING (104.0582583 30.6836415, 104.0563282 30.6828091)"
4989782369,6224263451,0,509827172,,unclassified,,西体路,True,False,13.51688883109085,,,,,,,,,"LINESTRING (104.0586986 30.6836608, 104.0588335 30.6836971)"
4989782370,4989782368,0,509827173,,unclassified,,西体路,True,False,19.867180606131438,,,,,,,,,"LINESTRING (104.0584424 30.6837243, 104.0582583 30.6836415)"
4989782371,6224262567,0,509827173,,unclassified,,西体路,True,False,33.38614443725296,,,,,,,,,"LINESTRING (104.0599273 30.6839586, 104.0595788 30.6839406)"
4989782372,6224263452,0,509827172,,unclassified,,西体路,True,False,15.269528772837607,,,,,,,,,"LINESTRING (104.0591413 30.6837664, 104.0592988 30.683789)"
4989782373,6224263456,0,458891574,,primary,3,北较场西路,True,False,14.142509236191898,,,,,,,,,"LINESTRING (104.0600111 30.682945, 104.0600402 30.6830697)"
4989782374,4548211264,0,550355731,,primary,3,五丁路,True,False,3.2412059383089296,,,,,,,,,"LINESTRING (104.0604164 30.6839536, 104.0604424 30.6839723)"
4989782374,4118527300,0,954864894,,unclassified,,武都路,True,False,18.53481388962897,,,,,,,,,"LINESTRING (104.0604164 30.6839536, 104.0602226 30.6839562)"
4989782375,4118527290,0,954864894,,unclassified,,武都路,True,False,17.390025170376752,,,,,,,,,"LINESTRING (104.0622387 30.683622, 104.0620714 30.6836833)"
5002301699,2500249535,0,463405570,,residential,,营康路,False,False,5.954996379949715,,,,,,,,,"LINESTRING (104.0334194 30.6887376, 104.0334642 30.6887004)"
5002301699,8279155698,0,511368052,,primary,,二环路西三段,True,False,11.090268592247602,,,,,,,,,"LINESTRING (104.0334194 30.6887376, 104.0334988 30.6888103)"
5002301699,5002301700,0,1353144247,,cycleway,,营康路,False,False,44.63251658987595,,,,,,,,,"LINESTRING (104.0334194 30.6887376, 104.0330673 30.6890011)"
5002301700,5488540930,0,37130801,,primary,,二环路西三段,True,False,31.198464665256683,,,,,,,,,"LINESTRING (104.0330673 30.6890011, 104.0328218 30.6888163)"
5002301700,1159502916,0,875750013,,tertiary,,营康西路,True,False,156.21943621829368,,,,,,,,,"LINESTRING (104.0330673 30.6890011, 104.0316838 30.6897483)"
5002301700,5002301699,0,1353144247,,cycleway,,营康路,False,True,44.63251658987595,,,,,,,,,"LINESTRING (104.0330673 30.6890011, 104.0334194 30.6887376)"
5002301701,6235587497,0,430296500,yes,primary,,二环路西三段,True,False,62.52272489475404,,,,,,,,,"LINESTRING (104.0356932 30.6909942, 104.0361525 30.6913944)"
5002301702,5002301701,0,430296500,yes,primary,,二环路西三段,True,False,58.885805856280896,,,,,,,,,"LINESTRING (104.0352525 30.6906243, 104.0356932 30.6909942)"
5002301702,6235587486,0,459057759,yes,primary,,,True,False,6.34692366577695,,,,,,,,,"LINESTRING (104.0352525 30.6906243, 104.0353159 30.6906412)"
5002301703,5002301700,0,37130801,,primary,,二环路西三段,True,False,92.99756628838395,,,,,,,,,"LINESTRING (104.0338355 30.689514, 104.0330673 30.6890011)"
5002301704,5002301702,0,430296500,yes,primary,,二环路西三段,True,False,129.7146824994233,,,,,,,,,"LINESTRING (104.0343244 30.6897735, 104.0352525 30.6906243)"
5002301705,5489098189,0,459057757,yes,primary,,,True,False,9.60572297098693,,,,,,,,,"LINESTRING (104.0370619 30.6921862, 104.0371587 30.6922093)"
5002301705,4549993411,0,666038060,yes,primary,,二环路北一段,True,False,61.37036902534595,,,,,,,,,"LINESTRING (104.0370619 30.6921862, 104.037534 30.6925601)"
5002301706,6235587412,0,459057758,yes,primary,,,True,False,28.504329904544374,,,,,,,,,"LINESTRING (104.0374966 30.6919918, 104.037491 30.6922481)"
5002301707,6235587416,0,459057754,yes,primary,,,True,False,8.10800302059797,,,,,,,,,"LINESTRING (104.0371635 30.6923519, 104.0371683 30.6924247)"
5002301707,6235587495,0,666038039,yes,primary,,二环路北一段,True,False,43.150572619170994,,,,,,,,,"LINESTRING (104.0371635 30.6923519, 104.0368458 30.6920763)"
5040759936,6140535739,0,655376513,viaduct,trunk,,二环高架路,True,False,136.95396849699586,,,,,,,80,,"LINESTRING (104.1015641 30.6851895, 104.1021936 30.6840832)"
5040759937,5040759938,0,516349841,,service,,,False,False,19.08960784892432,,,,,,,,,"LINESTRING (104.1005459 30.6847864, 104.1003849 30.6846849)"
5040759937,5488370125,0,516349841,,service,,,False,True,96.31229545375659,,,,,,,,,"LINESTRING (104.1005459 30.6847864, 104.101461 30.6851482)"
5040759938,5040759939,0,516349841,,service,,,False,False,14.958914266598795,,,,,,,,,"LINESTRING (104.1003849 30.6846849, 104.1003045 30.6845695)"
5040759938,5040759937,0,516349841,,service,,,False,True,19.08960784892432,,,,,,,,,"LINESTRING (104.1003849 30.6846849, 104.1005459 30.6847864)"
5040759939,5040759940,0,516349841,,service,,,False,False,16.801629964859774,,,,,,,,,"LINESTRING (104.1003045 30.6845695, 104.1002669 30.6844219)"
5040759939,5040759938,0,516349841,,service,,,False,True,14.958914266598795,,,,,,,,,"LINESTRING (104.1003045 30.6845695, 104.1003849 30.6846849)"
5040759940,6186152852,0,516349841,,service,,,False,False,42.04806867793588,,,,,,,,,"LINESTRING (104.1002669 30.6844219, 104.100455 30.6840801)"
5040759940,5040759939,0,516349841,,service,,,False,True,16.801629964859774,,,,,,,,,"LINESTRING (104.1002669 30.6844219, 104.1003045 30.6845695)"
5040759941,5040759942,0,516349841,,service,,,False,False,20.573182513666538,,,,,,,,,"LINESTRING (104.1007443 30.6835546, 104.1007604 30.6833701)"
5040759941,6186152852,0,516349841,,service,,,False,True,64.65113788016096,,,,,,,,,"LINESTRING (104.1007443 30.6835546, 104.100455 30.6840801)"
5040759942,5040759943,0,516349841,,service,,,False,False,12.83191266186471,,,,,,,,,"LINESTRING (104.1007604 30.6833701, 104.1007604 30.6832547)"
5040759942,5040759941,0,516349841,,service,,,False,True,20.573182513666538,,,,,,,,,"LINESTRING (104.1007604 30.6833701, 104.1007443 30.6835546)"
5040759943,6187962541,0,516349841,,service,,,False,False,102.33918082491091,,,,,,,,,"LINESTRING (104.1007604 30.6832547, 104.1012298 30.6824276)"
5040759943,5040759942,0,516349841,,service,,,False,True,12.83191266186471,,,,,,,,,"LINESTRING (104.1007604 30.6832547, 104.1007604 30.6833701)"
5040759944,1159228852,0,132615229,,unclassified,,踏水桥北街,False,False,116.69402803666466,,,,,,,,,"LINESTRING (104.1015105 30.6819125, 104.100434 30.6814183)"
5040759944,6187962545,0,132615229,,unclassified,,踏水桥北街,False,True,125.39081107143224,,,,,,,,,"LINESTRING (104.1015105 30.6819125, 104.1026799 30.6824226)"
5040759944,6187962541,0,516349841,,service,,,False,True,63.254703238825535,,,,,,,,,"LINESTRING (104.1015105 30.6819125, 104.1012298 30.6824276)"
5052559614,5052559615,0,517827335,yes,footway,,,False,False,12.629685326452174,,,,,,,,,"LINESTRING (104.0492523 30.688564, 104.049229 30.6886758)"
5052559614,12420593932,0,1342456016,,footway,,,False,False,118.37664316822558,,,,,,,,,"LINESTRING (104.0492523 30.688564, 104.0495136 30.6875234)"
5052559615,5052559616,0,517827335,yes,footway,,,False,False,22.067746163628478,,,,,,,,,"LINESTRING (104.049229 30.6886758, 104.0494556 30.6887134)"
5052559615,5052559614,0,517827335,yes,footway,,,False,True,12.629685326452174,,,,,,,,,"LINESTRING (104.049229 30.6886758, 104.0492523 30.688564)"
5052559616,5052559617,0,517827335,yes,footway,,,False,False,18.882063034017243,,,,,,,,,"LINESTRING (104.0494556 30.6887134, 104.0494099 30.6888786)"
5052559616,5052559615,0,517827335,yes,footway,,,False,True,22.067746163628478,,,,,,,,,"LINESTRING (104.0494556 30.6887134, 104.049229 30.6886758)"
5052559617,5052559616,0,517827335,yes,footway,,,False,True,18.882063034017243,,,,,,,,,"LINESTRING (104.0494099 30.6888786, 104.0494556 30.6887134)"
5052569629,5052569630,0,517828959,yes,cycleway,,,False,False,2.936553156003904,,,,,,,,,"LINESTRING (104.0308391 30.7179691, 104.030849 30.7179441)"
5052569629,9921713848,0,1082603123,,cycleway,,,False,True,6.546003626740115,,,,,,,,,"LINESTRING (104.0308391 30.7179691, 104.0308113 30.7180229)"
5052569630,5052569631,0,517828959,yes,cycleway,,,False,False,5.574577969727453,,,,,,,,,"LINESTRING (104.030849 30.7179441, 104.0308378 30.7178949)"
5052569630,5052569629,0,517828959,yes,cycleway,,,False,True,2.936553156003904,,,,,,,,,"LINESTRING (104.030849 30.7179441, 104.0308391 30.7179691)"
5052569631,5052569632,0,517828959,yes,cycleway,,,False,False,6.169806056747298,,,,,,,,,"LINESTRING (104.0308378 30.7178949, 104.0308073 30.717846)"
5052569631,5052569630,0,517828959,yes,cycleway,,,False,True,5.574577969727453,,,,,,,,,"LINESTRING (104.0308378 30.7178949, 104.030849 30.7179441)"
5052569632,5052569633,0,517828959,yes,cycleway,,,False,False,10.49618370407381,,,,,,,,,"LINESTRING (104.0308073 30.717846, 104.0306975 30.717846)"
5052569632,5052569631,0,517828959,yes,cycleway,,,False,True,6.169806056747298,,,,,,,,,"LINESTRING (104.0308073 30.717846, 104.0308378 30.7178949)"
5052569633,5052569634,0,517828959,yes,cycleway,,,False,False,6.101437312960783,,,,,,,,,"LINESTRING (104.0306975 30.717846, 104.0306589 30.7178897)"
5052569633,5052569632,0,517828959,yes,cycleway,,,False,True,10.49618370407381,,,,,,,,,"LINESTRING (104.0306975 30.717846, 104.0308073 30.717846)"
5052569634,5052569635,0,517828959,yes,cycleway,,,False,False,8.748294067818977,,,,,,,,,"LINESTRING (104.0306589 30.7178897, 104.0306629 30.7179683)"
5052569634,5052569633,0,517828959,yes,cycleway,,,False,True,6.101437312960783,,,,,,,,,"LINESTRING (104.0306589 30.7178897, 104.0306975 30.717846)"
5052569635,5052569636,0,517828959,yes,cycleway,,,False,False,6.960163175903727,,,,,,,,,"LINESTRING (104.0306629 30.7179683, 104.0307056 30.718019)"
5052569635,5052569634,0,517828959,yes,cycleway,,,False,True,8.748294067818977,,,,,,,,,"LINESTRING (104.0306629 30.7179683, 104.0306589 30.7178897)"
5052569636,5052569637,0,517828959,yes,cycleway,,,False,False,6.752563224874383,,,,,,,,,"LINESTRING (104.0307056 30.718019, 104.0307762 30.718021)"
5052569636,5052569635,0,517828959,yes,cycleway,,,False,True,6.960163175903727,,,,,,,,,"LINESTRING (104.0307056 30.718019, 104.0306629 30.7179683)"
5052569637,5052569638,0,517828959,yes,cycleway,,,False,False,9.184248341802903,,,,,,,,,"LINESTRING (104.0307762 30.718021, 104.0308636 30.7179867)"
5052569637,5052569636,0,517828959,yes,cycleway,,,False,True,6.752563224874383,,,,,,,,,"LINESTRING (104.0307762 30.718021, 104.0307056 30.718019)"
5052569638,5052569648,0,517828959,yes,cycleway,,,False,False,9.684173034923539,,,,,,,,,"LINESTRING (104.0308636 30.7179867, 104.0309279 30.7179194)"
5052569638,5052569637,0,517828959,yes,cycleway,,,False,True,9.184248341802903,,,,,,,,,"LINESTRING (104.0308636 30.7179867, 104.0307762 30.718021)"
5052569639,5052569640,0,517828959,yes,cycleway,,,False,False,8.571718611933512,,,,,,,,,"LINESTRING (104.0315137 30.7171475, 104.0315923 30.7171104)"
5052569639,5052569656,0,517828959,yes,cycleway,,,False,True,8.248672772855974,,,,,,,,,"LINESTRING (104.0315137 30.7171475, 104.0314665 30.7172096)"
5052569640,5052569641,0,517828959,yes,cycleway,,,False,False,9.830142382021858,,,,,,,,,"LINESTRING (104.0315923 30.7171104, 104.0316909 30.7171355)"
5052569640,5052569639,0,517828959,yes,cycleway,,,False,True,8.571718611933512,,,,,,,,,"LINESTRING (104.0315923 30.7171104, 104.0315137 30.7171475)"
5052569641,5052569642,0,517828959,yes,cycleway,,,False,False,5.879036705081821,,,,,,,,,"LINESTRING (104.0316909 30.7171355, 104.031714 30.7171845)"
5052569641,5052569640,0,517828959,yes,cycleway,,,False,True,9.830142382021858,,,,,,,,,"LINESTRING (104.0316909 30.7171355, 104.0315923 30.7171104)"
