osmid,y,x,street_count,highway,railway,ref,geometry
276556799,30.6495033,104.0636678,2,,,,POINT (104.0636678 30.6495033)
288416372,30.7250179,104.1042698,2,,,,POINT (104.1042698 30.7250179)
288416374,30.7147948,104.100294,4,,,,POINT (104.100294 30.7147948)
288416375,30.7099679,104.0971501,2,,,,POINT (104.0971501 30.7099679)
288416379,30.6898358,104.083862,3,,,,POINT (104.083862 30.6898358)
288416380,30.6847522,104.080525,4,,,,POINT (104.080525 30.6847522)
288416382,30.6882756,104.0712064,2,,,,POINT (104.0712064 30.6882756)
288416384,30.6811455,104.0693596,2,,,,POINT (104.0693596 30.6811455)
288416386,30.6799019,104.0690996,2,,,,POINT (104.0690996 30.6799019)
288416398,30.6800777,104.0354822,2,,,,POINT (104.0354822 30.6800777)
288416399,30.6809746,104.0336018,4,,,,POINT (104.0336018 30.6809746)
314622889,30.6550992,104.0611096,2,,,,POINT (104.0611096 30.6550992)
314622896,30.6549023,104.0664592,4,,,,POINT (104.0664592 30.6549023)
314622903,30.6485626,104.0389028,4,,,,POINT (104.0389028 30.6485626)
314622918,30.6607346,104.0581066,4,traffic_signals,,,POINT (104.0581066 30.6607346)
314622921,30.6564185,104.0580794,2,,,,POINT (104.0580794 30.6564185)
314622924,30.65015,104.0537838,4,,,,POINT (104.0537838 30.65015)
314622925,30.6497328,104.0533864,2,,,,POINT (104.0533864 30.6497328)
314622926,30.6494837,104.0530555,2,,,,POINT (104.0530555 30.6494837)
314622927,30.6491621,104.0524192,2,,,,POINT (104.0524192 30.6491621)
314622931,30.6486908,104.0511678,3,,,,POINT (104.0511678 30.6486908)
314622954,30.6506463,104.0542256,2,,,,POINT (104.0542256 30.6506463)
314622961,30.6490387,104.057493,2,,,,POINT (104.057493 30.6490387)
314622964,30.6461432,104.0637659,3,,,,POINT (104.0637659 30.6461432)
314622968,30.650408,104.0583913,2,,,,POINT (104.0583913 30.650408)
314623088,30.6534113,104.0347608,3,,,,POINT (104.0347608 30.6534113)
314623092,30.6465707,104.0317992,2,,,,POINT (104.0317992 30.6465707)
314623094,30.6467449,104.032381,2,,,,POINT (104.032381 30.6467449)
314623095,30.6468103,104.0327704,2,,,,POINT (104.0327704 30.6468103)
314623096,30.6468864,104.0338429,2,,,,POINT (104.0338429 30.6468864)
314623097,30.6469123,104.0351017,4,,,,POINT (104.0351017 30.6469123)
314623104,30.6469497,104.0389332,2,,,,POINT (104.0389332 30.6469497)
314623105,30.645791,104.0389444,2,,,,POINT (104.0389444 30.645791)
314623106,30.6456718,104.035148,3,,,,POINT (104.035148 30.6456718)
314623111,30.648594,104.0365672,2,,,,POINT (104.0365672 30.648594)
314623112,30.6491419,104.0350235,4,,,,POINT (104.0350235 30.6491419)
314623117,30.6500424,104.0324152,3,,,,POINT (104.0324152 30.6500424)
314623119,30.6501008,104.0321723,2,,,,POINT (104.0321723 30.6501008)
314623121,30.6501468,104.0317615,2,,,,POINT (104.0317615 30.6501468)
314623148,30.6515841,104.0636071,3,,,,POINT (104.0636071 30.6515841)
314623155,30.6695601,104.0691163,2,,,,POINT (104.0691163 30.6695601)
314623160,30.6695736,104.0681138,4,,,,POINT (104.0681138 30.6695736)
314635488,30.6574409,104.0705626,3,,,,POINT (104.0705626 30.6574409)
314655435,30.7141622,104.1020652,2,,,,POINT (104.1020652 30.7141622)
314655465,30.7140003,104.1028594,2,,,,POINT (104.1028594 30.7140003)
314655466,30.713824,104.1029961,2,,,,POINT (104.1029961 30.713824)
314655467,30.7137422,104.1031061,2,,,,POINT (104.1031061 30.7137422)
314655472,30.7136911,104.1031923,2,,,,POINT (104.1031923 30.7136911)
314655473,30.7136604,104.1032874,2,,,,POINT (104.1032874 30.7136604)
314655475,30.7136467,104.1034019,2,,,,POINT (104.1034019 30.7136467)
314655476,30.7136607,104.1035873,2,,,,POINT (104.1035873 30.7136607)
314655477,30.7136748,104.1038218,4,,,,POINT (104.1038218 30.7136748)
314655478,30.714031,104.1040617,2,,,,POINT (104.1040617 30.714031)
314655479,30.714092,104.1040835,2,,,,POINT (104.1040835 30.714092)
314655480,30.7141623,104.1040726,2,,,,POINT (104.1040726 30.7141623)
314655481,30.7141998,104.1040944,2,,,,POINT (104.1040944 30.7141998)
314655482,30.7142279,104.1043125,2,,,,POINT (104.1043125 30.7142279)
314655483,30.7142185,104.1044052,2,,,,POINT (104.1044052 30.7142185)
314655484,30.7141998,104.1044542,2,,,,POINT (104.1044542 30.7141998)
314655487,30.714167,104.104476,2,,,,POINT (104.104476 30.714167)
314655493,30.7140873,104.1044815,2,,,,POINT (104.1044815 30.7140873)
314655496,30.7140029,104.1044924,2,,,,POINT (104.1044924 30.7140029)
314655498,30.7139326,104.1045415,2,,,,POINT (104.1045415 30.7139326)
314655499,30.713881,104.1045796,2,,,,POINT (104.1045796 30.713881)
314655500,30.7138529,104.1046287,2,,,,POINT (104.1046287 30.7138529)
314655501,30.7138389,104.1046887,2,,,,POINT (104.1046887 30.7138389)
314655502,30.7138295,104.1047323,2,,,,POINT (104.1047323 30.7138295)
314655503,30.7138107,104.104765,2,,,,POINT (104.104765 30.7138107)
314655504,30.7137779,104.1047759,2,,,,POINT (104.1047759 30.7137779)
314655505,30.7136935,104.1047923,2,,,,POINT (104.1047923 30.7136935)
314655506,30.7136232,104.1048032,2,,,,POINT (104.1048032 30.7136232)
314655507,30.7135717,104.1048413,2,,,,POINT (104.1048413 30.7135717)
314655508,30.7135342,104.1048959,2,,,,POINT (104.1048959 30.7135342)
314655513,30.7142185,104.1041416,2,,,,POINT (104.1041416 30.7142185)
314655514,30.7134545,104.1050267,2,,,,POINT (104.1050267 30.7134545)
314655515,30.713417,104.1051358,2,,,,POINT (104.1051358 30.713417)
314655516,30.7133936,104.1051739,2,,,,POINT (104.1051739 30.7133936)
314655517,30.7133561,104.1051848,2,,,,POINT (104.1051848 30.7133561)
314655518,30.7133139,104.1052121,2,,,,POINT (104.1052121 30.7133139)
314655519,30.7132576,104.1052393,3,,,,POINT (104.1052393 30.7132576)
314655520,30.7131779,104.1053048,2,,,,POINT (104.1053048 30.7131779)
314655522,30.7128264,104.1054847,2,,,,POINT (104.1054847 30.7128264)
314655523,30.7124561,104.1056319,2,,,,POINT (104.1056319 30.7124561)
314655524,30.7122686,104.1056973,2,,,,POINT (104.1056973 30.7122686)
314655525,30.7122264,104.1057519,2,,,,POINT (104.1057519 30.7122264)
314655526,30.7121654,104.1058282,2,,,,POINT (104.1058282 30.7121654)
314655527,30.7121326,104.1058991,4,,,,POINT (104.1058991 30.7121326)
314655528,30.7121232,104.1059863,2,,,,POINT (104.1059863 30.7121232)
314655529,30.7121046,104.1061115,2,,,,POINT (104.1061115 30.7121046)
314655530,30.7120442,104.1061637,2,,,,POINT (104.1061637 30.7120442)
314655531,30.7119788,104.1061665,2,,,,POINT (104.1061665 30.7119788)
314655532,30.7118137,104.1061515,2,,,,POINT (104.1061515 30.7118137)
314655533,30.7116439,104.1060985,3,,,,POINT (104.1060985 30.7116439)
314655535,30.711467,104.1060844,2,,,,POINT (104.1060844 30.711467)
314655536,30.7113873,104.1060408,2,,,,POINT (104.1060408 30.7113873)
314655537,30.7112514,104.1059972,2,,,,POINT (104.1059972 30.7112514)
314655538,30.7111576,104.1059972,2,,,,POINT (104.1059972 30.7111576)
314655539,30.7108717,104.106019,3,,,,POINT (104.106019 30.7108717)
314655540,30.7108389,104.1060517,2,,,,POINT (104.1060517 30.7108389)
314655542,30.7107967,104.106079,2,,,,POINT (104.106079 30.7107967)
314655546,30.7107545,104.1061008,2,,,,POINT (104.1061008 30.7107545)
314655550,30.7106373,104.1060953,2,,,,POINT (104.1060953 30.7106373)
314655554,30.7105248,104.1060463,2,,,,POINT (104.1060463 30.7105248)
314655556,30.7104779,104.1060027,2,,,,POINT (104.1060027 30.7104779)
314655562,30.7104357,104.1059318,2,,,,POINT (104.1059318 30.7104357)
314655565,30.7104123,104.1058663,2,,,,POINT (104.1058663 30.7104123)
314655571,30.7104123,104.1057846,2,,,,POINT (104.1057846 30.7104123)
314655576,30.7103807,104.1055727,2,,,,POINT (104.1055727 30.7103807)
314655583,30.7103022,104.1054737,2,,,,POINT (104.1054737 30.7103022)
314655589,30.7101874,104.1054519,2,,,,POINT (104.1054519 30.7101874)
314656036,30.710075,104.1051527,2,,,,POINT (104.1051527 30.710075)
314656039,30.7100367,104.1050476,2,,,,POINT (104.1050476 30.7100367)
314656044,30.7100107,104.1049371,2,,,,POINT (104.1049371 30.7100107)
314656048,30.7099632,104.1047863,2,,,,POINT (104.1047863 30.7099632)
314656053,30.7099416,104.1046473,2,,,,POINT (104.1046473 30.7099416)
314656058,30.7100686,104.1046094,2,,,,POINT (104.1046094 30.7100686)
314656063,30.710176,104.1045739,2,,,,POINT (104.1045739 30.710176)
314656067,30.7102408,104.1045605,2,,,,POINT (104.1045605 30.7102408)
314656072,30.7103218,104.1045401,2,,,,POINT (104.1045401 30.7103218)
314656077,30.7103563,104.1045163,2,,,,POINT (104.1045163 30.7103563)
314656082,30.710407,104.1045075,2,,,,POINT (104.1045075 30.710407)
314656086,30.7104298,104.1045703,2,,,,POINT (104.1045703 30.7104298)
314656088,30.7104643,104.1046104,2,,,,POINT (104.1046104 30.7104643)
314656091,30.7104859,104.1046707,2,,,,POINT (104.1046707 30.7104859)
314656093,30.710581,104.1048165,2,,,,POINT (104.1048165 30.710581)
314656094,30.7107408,104.1050275,2,,,,POINT (104.1050275 30.7107408)
314656095,30.7114009,104.1053491,4,,,,POINT (104.1053491 30.7114009)
314656096,30.7119504,104.1055501,2,,,,POINT (104.1055501 30.7119504)
314656097,30.7121794,104.1055551,2,,,,POINT (104.1055551 30.7121794)
314656098,30.7122701,104.1055049,2,,,,POINT (104.1055049 30.7122701)
314656099,30.7123263,104.1054496,2,,,,POINT (104.1054496 30.7123263)
314656101,30.7123565,104.1053943,2,,,,POINT (104.1053943 30.7123565)
314656102,30.7123565,104.1053139,2,,,,POINT (104.1053139 30.7123565)
314656103,30.7123565,104.1051581,3,,,,POINT (104.1051581 30.7123565)
314656104,30.7128792,104.1043693,2,,,,POINT (104.1043693 30.7128792)
314656105,30.7130088,104.1041281,2,,,,POINT (104.1041281 30.7130088)
314656107,30.7130996,104.1041029,2,,,,POINT (104.1041029 30.7130996)
314656110,30.7131946,104.1040728,2,,,,POINT (104.1040728 30.7131946)
314656111,30.7132594,104.1040226,2,,,,POINT (104.1040226 30.7132594)
314656112,30.7133156,104.1039422,2,,,,POINT (104.1039422 30.7133156)
314656113,30.7133242,104.1038567,3,,,,POINT (104.1038567 30.7133242)
314656117,30.7132983,104.1037361,2,,,,POINT (104.1037361 30.7132983)
314656118,30.7132637,104.1036557,2,,,,POINT (104.1036557 30.7132637)
314656119,30.7132205,104.1036055,2,,,,POINT (104.1036055 30.7132205)
314656120,30.7131168,104.1035854,2,,,,POINT (104.1035854 30.7131168)
314656121,30.7131255,104.1034146,2,,,,POINT (104.1034146 30.7131255)
314656122,30.7131039,104.1032035,2,,,,POINT (104.1032035 30.7131039)
314656123,30.713173,104.1032286,2,,,,POINT (104.1032286 30.713173)
314656124,30.7132119,104.1032487,2,,,,POINT (104.1032487 30.7132119)
314656125,30.7133026,104.1032437,2,,,,POINT (104.1032437 30.7133026)
314656126,30.7133544,104.1031985,2,,,,POINT (104.1031985 30.7133544)
314656127,30.7133804,104.1031432,2,,,,POINT (104.1031432 30.7133804)
314656128,30.7133717,104.103103,2,,,,POINT (104.103103 30.7133717)
314656129,30.7133415,104.1029422,2,,,,POINT (104.1029422 30.7133415)
314656130,30.7133242,104.1029121,2,,,,POINT (104.1029121 30.7133242)
314656135,30.713268,104.1028769,2,,,,POINT (104.1028769 30.713268)
314656136,30.7132119,104.1028518,2,,,,POINT (104.1028518 30.7132119)
314656137,30.7131341,104.1028468,2,,,,POINT (104.1028468 30.7131341)
314656138,30.7131125,104.1028317,2,,,,POINT (104.1028317 30.7131125)
314656139,30.7131039,104.1028066,2,,,,POINT (104.1028066 30.7131039)
314656140,30.713052,104.102696,2,,,,POINT (104.102696 30.713052)
314656141,30.7129872,104.1026407,2,,,,POINT (104.1026407 30.7129872)
314656142,30.7129656,104.1026206,2,,,,POINT (104.1026206 30.7129656)
314656143,30.7128231,104.1025151,2,,,,POINT (104.1025151 30.7128231)
314656144,30.7126523,104.1024575,4,,,,POINT (104.1024575 30.7126523)
314656145,30.7125812,104.1024196,2,,,,POINT (104.1024196 30.7125812)
314656146,30.7125164,104.1023995,2,,,,POINT (104.1023995 30.7125164)
314656147,30.7124861,104.1023644,2,,,,POINT (104.1023644 30.7124861)
314656148,30.7124861,104.1023342,2,,,,POINT (104.1023342 30.7124861)
314656149,30.7125077,104.102289,2,,,,POINT (104.102289 30.7125077)
314656150,30.71229,104.1021982,2,,,,POINT (104.1021982 30.71229)
314656151,30.7122716,104.1020428,2,,,,POINT (104.1020428 30.7122716)
314657607,30.7122289,104.1018473,3,,,,POINT (104.1018473 30.7122289)
314657608,30.7117739,104.1018508,2,,,,POINT (104.1018508 30.7117739)
314657609,30.7116332,104.1018736,4,,,,POINT (104.1018736 30.7116332)
314657611,30.7111608,104.1019472,2,,,,POINT (104.1019472 30.7111608)
314657613,30.7107751,104.1021919,3,,,,POINT (104.1021919 30.7107751)
314657615,30.7105648,104.1023958,2,,,,POINT (104.1023958 30.7105648)
314657616,30.7105578,104.1024203,2,,,,POINT (104.1024203 30.7105578)
314657617,30.7105648,104.102461,2,,,,POINT (104.102461 30.7105648)
314657618,30.7105578,104.10251,2,,,,POINT (104.10251 30.7105578)
314657619,30.7105367,104.1025508,2,,,,POINT (104.1025508 30.7105367)
314657620,30.7104736,104.1026078,2,,,,POINT (104.1026078 30.7104736)
314657621,30.7104175,104.1026242,2,,,,POINT (104.1026242 30.7104175)
314657623,30.7103825,104.1026242,2,,,,POINT (104.1026242 30.7103825)
314657624,30.7103124,104.1025997,2,,,,POINT (104.1025997 30.7103124)
314657625,30.7102492,104.1025344,2,,,,POINT (104.1025344 30.7102492)
314657626,30.7102142,104.1024692,2,,,,POINT (104.1024692 30.7102142)
314657627,30.7101931,104.1024203,2,,,,POINT (104.1024203 30.7101931)
314657628,30.7101861,104.1023632,2,,,,POINT (104.1023632 30.7101861)
314657629,30.7102072,104.1023061,2,,,,POINT (104.1023061 30.7102072)
314657630,30.7102352,104.1022898,2,,,,POINT (104.1022898 30.7102352)
314657631,30.7102703,104.1022898,2,,,,POINT (104.1022898 30.7102703)
314657632,30.7102983,104.1022979,2,,,,POINT (104.1022979 30.7102983)
314657633,30.7103185,104.1023018,2,,,,POINT (104.1023018 30.7103185)
314657635,30.7106506,104.1019469,2,,,,POINT (104.1019469 30.7106506)
314657637,30.7106641,104.1018947,3,,,,POINT (104.1018947 30.7106641)
314657638,30.7106919,104.1018333,2,,,,POINT (104.1018333 30.7106919)
314657639,30.7107023,104.10177,2,,,,POINT (104.10177 30.7107023)
314657648,30.7107447,104.1013881,2,,,,POINT (104.1013881 30.7107447)
314657649,30.7107921,104.1012853,2,,,,POINT (104.1012853 30.7107921)
314657650,30.7108779,104.1010998,2,,,,POINT (104.1010998 30.7108779)
314657653,30.7110344,104.1009703,2,,,,POINT (104.1009703 30.7110344)
314657654,30.7115606,104.1010065,2,,,,POINT (104.1010065 30.7115606)
314657655,30.7119565,104.1011013,2,,,,POINT (104.1011013 30.7119565)
314657657,30.7119745,104.101117,2,,,,POINT (104.101117 30.7119745)
314657658,30.7119879,104.1011473,2,,,,POINT (104.1011473 30.7119879)
314657662,30.71197,104.1013779,2,,,,POINT (104.1013779 30.71197)
314657663,30.7120149,104.101498,2,,,,POINT (104.101498 30.7120149)
314657664,30.7129752,104.1016337,2,,,,POINT (104.1016337 30.7129752)
314657665,30.7129707,104.1019991,3,,,,POINT (104.1019991 30.7129707)
314657666,30.7137203,104.1020136,2,,,,POINT (104.1020136 30.7137203)
314657667,30.7138713,104.1021112,2,,,,POINT (104.1021112 30.7138713)
314657668,30.7139804,104.1021818,2,,,,POINT (104.1021818 30.7139804)
314657669,30.7140298,104.1022131,2,,,,POINT (104.1022131 30.7140298)
314657670,30.7140567,104.1022131,2,,,,POINT (104.1022131 30.7140567)
314657671,30.7140837,104.1021974,2,,,,POINT (104.1021974 30.7140837)
314657672,30.714142,104.1021452,3,,,,POINT (104.1021452 30.714142)
314657675,30.7119764,104.1014544,2,,,,POINT (104.1014544 30.7119764)
314657676,30.7109587,104.1010192,2,,,,POINT (104.1010192 30.7109587)
338246744,30.6533917,104.0296836,3,,,,POINT (104.0296836 30.6533917)
432432514,30.6497335,104.0598314,2,,,,POINT (104.0598314 30.6497335)
432432515,30.6504607,104.0579839,2,,,,POINT (104.0579839 30.6504607)
432432519,30.6515057,104.0547898,4,,,,POINT (104.0547898 30.6515057)
432432520,30.65279,104.0534669,2,,,,POINT (104.0534669 30.65279)
432432521,30.6540855,104.0522442,2,,,,POINT (104.0522442 30.6540855)
432432522,30.6545411,104.0516851,2,,,,POINT (104.0516851 30.6545411)
432432523,30.6548703,104.0511282,2,,,,POINT (104.0511282 30.6548703)
432432524,30.6545806,104.0511708,2,,,,POINT (104.0511708 30.6545806)
432432526,30.6539476,104.0510606,2,,,,POINT (104.0510606 30.6539476)
432432527,30.6552756,104.0499609,4,,,,POINT (104.0499609 30.6552756)
432432528,30.6550314,104.0496542,2,,,,POINT (104.0496542 30.6550314)
432432529,30.6544897,104.04881,2,,,,POINT (104.04881 30.6544897)
432432530,30.6541944,104.0477478,2,,,,POINT (104.0477478 30.6541944)
432432531,30.6542064,104.0449995,3,,,,POINT (104.0449995 30.6542064)
432432532,30.6542061,104.044898,2,,,,POINT (104.044898 30.6542061)
432432533,30.6542066,104.0442292,2,,,,POINT (104.0442292 30.6542066)
432432534,30.6541916,104.038726,4,,,,POINT (104.038726 30.6541916)
432432535,30.6542059,104.0439956,3,,,,POINT (104.0439956 30.6542059)
432432536,30.656271,104.0430271,3,,,,POINT (104.0430271 30.656271)
432432537,30.6567048,104.0425872,2,,,,POINT (104.0425872 30.6567048)
432432538,30.6574763,104.0409405,3,,,,POINT (104.0409405 30.6574763)
432432539,30.6576901,104.0401196,2,,,,POINT (104.0401196 30.6576901)
432432540,30.6576345,104.0385706,4,,,,POINT (104.0385706 30.6576345)
432432541,30.6512408,104.0387996,2,,,,POINT (104.0387996 30.6512408)
432432542,30.655487,104.0386485,4,,,,POINT (104.0386485 30.655487)
432432545,30.6613052,104.0385173,4,,,,POINT (104.0385173 30.6613052)
432432547,30.6605771,104.0417065,2,,,,POINT (104.0417065 30.6605771)
432432548,30.660414,104.0421375,4,,,,POINT (104.0421375 30.660414)
432432549,30.6597539,104.0429836,2,,,,POINT (104.0429836 30.6597539)
432432550,30.6588648,104.0434653,3,,,,POINT (104.0434653 30.6588648)
432432552,30.6569913,104.0447003,2,,,,POINT (104.0447003 30.6569913)
432432554,30.656531,104.0452585,2,,,,POINT (104.0452585 30.656531)
432432555,30.6563426,104.0454615,3,,,,POINT (104.0454615 30.6563426)
432432556,30.6558188,104.0465033,2,,,,POINT (104.0465033 30.6558188)
432432557,30.6555978,104.0472307,3,,,,POINT (104.0472307 30.6555978)
432432558,30.6555102,104.0483283,3,,,,POINT (104.0483283 30.6555102)
432432559,30.6553681,104.0494374,3,,,,POINT (104.0494374 30.6553681)
432432560,30.6485563,104.0404387,4,,,,POINT (104.0404387 30.6485563)
432432561,30.6471159,104.040501,1,,,,POINT (104.040501 30.6471159)
432432562,30.6510298,104.042038,2,,,,POINT (104.042038 30.6510298)
432432563,30.6505362,104.0430431,3,,,,POINT (104.0430431 30.6505362)
432432564,30.6480538,104.0414749,3,,,,POINT (104.0414749 30.6480538)
432432565,30.65978,104.0385865,2,,,,POINT (104.0385865 30.65978)
432432572,30.6616026,104.0378505,3,,,,POINT (104.0378505 30.6616026)
432432573,30.6641191,104.0335468,4,,,,POINT (104.0335468 30.6641191)
432432575,30.6634845,104.0336661,2,,,,POINT (104.0336661 30.6634845)
432432576,30.663137,104.0338658,2,,,,POINT (104.0338658 30.663137)
432432577,30.6629161,104.0338061,2,,,,POINT (104.0338061 30.6629161)
432432578,30.6622607,104.0338754,2,,,,POINT (104.0338754 30.6622607)
432432579,30.6616239,104.0340686,2,,,,POINT (104.0340686 30.6616239)
432432580,30.6608487,104.0345299,2,,,,POINT (104.0345299 30.6608487)
432432581,30.6601085,104.0352534,2,,,,POINT (104.0352534 30.6601085)
432432582,30.6600012,104.0352657,2,,,,POINT (104.0352657 30.6600012)
432432583,30.6598773,104.0352026,2,,,,POINT (104.0352026 30.6598773)
432432584,30.6596352,104.0349202,2,,,,POINT (104.0349202 30.6596352)
432432585,30.65927,104.0346167,4,,,,POINT (104.0346167 30.65927)
432432586,30.6588697,104.0343119,2,,,,POINT (104.0343119 30.6588697)
432432587,30.6586463,104.0340229,2,,,,POINT (104.0340229 30.6586463)
432432588,30.6585045,104.0335321,2,,,,POINT (104.0335321 30.6585045)
432432589,30.6584676,104.0317297,4,,,,POINT (104.0317297 30.6584676)
432432590,30.6584382,104.0311271,2,,,,POINT (104.0311271 30.6584382)
432432591,30.660055,104.0366864,2,,,,POINT (104.0366864 30.660055)
432432592,30.6594966,104.0362358,2,,,,POINT (104.0362358 30.6594966)
432432593,30.6594274,104.0362036,4,,,,POINT (104.0362036 30.6594274)
432432594,30.6590167,104.0359622,1,,,,POINT (104.0359622 30.6590167)
432432595,30.6583768,104.0317481,2,,,,POINT (104.0317481 30.6583768)
432432596,30.6579373,104.0318404,4,,,,POINT (104.0318404 30.6579373)
432432597,30.6571478,104.0320623,2,,,,POINT (104.0320623 30.6571478)
432432598,30.6565756,104.0324485,3,,,,POINT (104.0324485 30.6565756)
432432599,30.655708,104.033854,2,,,,POINT (104.033854 30.655708)
432432600,30.6555234,104.0342509,2,,,,POINT (104.0342509 30.6555234)
432432601,30.6554888,104.0355196,2,,,,POINT (104.0355196 30.6554888)
432432602,30.6592321,104.0346844,2,,,,POINT (104.0346844 30.6592321)
432432603,30.6590503,104.0350051,2,,,,POINT (104.0350051 30.6590503)
432432604,30.6590098,104.0350781,4,,,,POINT (104.0350781 30.6590098)
432432605,30.6594135,104.035415,2,,,,POINT (104.035415 30.6594135)
432432606,30.659529,104.0356886,2,,,,POINT (104.0356886 30.659529)
432432607,30.6595196,104.0360266,2,,,,POINT (104.0360266 30.6595196)
432432609,30.6592382,104.0368205,2,,,,POINT (104.0368205 30.6592382)
432432610,30.6591551,104.0376091,2,,,,POINT (104.0376091 30.6591551)
432432611,30.6580637,104.0318124,2,,,,POINT (104.0318124 30.6580637)
432432612,30.6575031,104.0319121,2,,,,POINT (104.0319121 30.6575031)
432432613,30.6585368,104.0346908,2,,,,POINT (104.0346908 30.6585368)
432432614,30.6582968,104.0343851,2,,,,POINT (104.0343851 30.6582968)
432432615,30.6581247,104.0338412,2,,,,POINT (104.0338412 30.6581247)
432432616,30.6580372,104.0331369,2,,,,POINT (104.0331369 30.6580372)
432432617,30.657888,104.0310288,2,,,,POINT (104.0310288 30.657888)
432432618,30.6578523,104.0308105,2,,,,POINT (104.0308105 30.6578523)
432432619,30.6577137,104.030562,2,,,,POINT (104.030562 30.6577137)
432432620,30.657072,104.0302386,3,,,,POINT (104.0302386 30.657072)
432432621,30.6565405,104.0300297,3,,,,POINT (104.0300297 30.6565405)
432432625,30.6550435,104.0445345,3,,,,POINT (104.0445345 30.6550435)
432432627,30.656211,104.0439284,2,,,,POINT (104.0439284 30.656211)
432432628,30.656894,104.0437245,2,,,,POINT (104.0437245 30.656894)
432432629,30.6586966,104.0434602,2,,,,POINT (104.0434602 30.6586966)
432432632,30.6553527,104.0452373,3,,,,POINT (104.0452373 30.6553527)
432432633,30.6556434,104.045012,2,,,,POINT (104.045012 30.6556434)
432432634,30.6557634,104.0449744,2,,,,POINT (104.0449744 30.6557634)
432432635,30.6549974,104.0459025,2,,,,POINT (104.0459025 30.6549974)
432432636,30.6549004,104.0460849,2,,,,POINT (104.0460849 30.6549004)
432432637,30.6548188,104.0470419,3,,,,POINT (104.0470419 30.6548188)
432432760,30.6541854,104.0380123,2,,,,POINT (104.0380123 30.6541854)
432442571,30.6907787,104.0298626,3,,,,POINT (104.0298626 30.6907787)
432442580,30.6881473,104.0320272,3,,,,POINT (104.0320272 30.6881473)
432442899,30.6649407,104.0320051,2,,,,POINT (104.0320051 30.6649407)
432442900,30.6646233,104.0339205,3,,,,POINT (104.0339205 30.6646233)
432452995,30.6607892,104.0680057,2,traffic_signals,,,POINT (104.0680057 30.6607892)
432452998,30.6610925,104.0745755,3,,,,POINT (104.0745755 30.6610925)
432453008,30.6557783,104.0861884,2,,,,POINT (104.0861884 30.6557783)
432453013,30.6552907,104.0872423,4,,,,POINT (104.0872423 30.6552907)
432453024,30.6476681,104.1036283,5,,,,POINT (104.1036283 30.6476681)
439751750,30.7186399,104.0328179,2,,,,POINT (104.0328179 30.7186399)
439751770,30.7215845,104.0365363,3,,,,POINT (104.0365363 30.7215845)
439751772,30.7246602,104.040425,2,,,,POINT (104.040425 30.7246602)
439751778,30.7249357,104.0407851,2,,,,POINT (104.0407851 30.7249357)
439751784,30.7264748,104.0426474,2,,,,POINT (104.0426474 30.7264748)
439751993,30.7185036,104.0322504,2,,,,POINT (104.0322504 30.7185036)
439751994,30.7208331,104.0351931,2,,,,POINT (104.0351931 30.7208331)
439751995,30.7224792,104.0372792,2,,,,POINT (104.0372792 30.7224792)
439751999,30.7248504,104.0402564,3,,,,POINT (104.0402564 30.7248504)
439752000,30.7251072,104.0405993,3,,,,POINT (104.0405993 30.7251072)
439752001,30.7266154,104.0425152,2,,,,POINT (104.0425152 30.7266154)
441087925,30.7276878,104.0446069,2,,,,POINT (104.0446069 30.7276878)
441087928,30.7283658,104.0470891,2,,,,POINT (104.0470891 30.7283658)
441087929,30.7284131,104.0474767,2,,,,POINT (104.0474767 30.7284131)
441087931,30.7281725,104.0526933,3,,,,POINT (104.0526933 30.7281725)
441087935,30.727136,104.0431827,2,,,,POINT (104.0431827 30.727136)
441087936,30.7275187,104.0437835,2,,,,POINT (104.0437835 30.7275187)
441087937,30.7278544,104.0444757,2,,,,POINT (104.0444757 30.7278544)
441087938,30.7281919,104.045366,2,,,,POINT (104.045366 30.7281919)
441087941,30.7284686,104.0462994,2,,,,POINT (104.0462994 30.7284686)
441087942,30.7285939,104.0469352,2,,,,POINT (104.0469352 30.7285939)
441087944,30.7287027,104.0483646,2,,,,POINT (104.0483646 30.7287027)
441087945,30.7286919,104.048831,2,,,,POINT (104.048831 30.7286919)
441087951,30.7285459,104.0504676,2,,,,POINT (104.0504676 30.7285459)
441087969,30.7305781,104.044902,2,,,,POINT (104.044902 30.7305781)
441088134,30.7300069,104.0447498,2,,,,POINT (104.0447498 30.7300069)
441088135,30.7298286,104.0448086,2,,,,POINT (104.0448086 30.7298286)
441088145,30.7274592,104.0448397,2,,,,POINT (104.0448397 30.7274592)
441110856,30.7279237,104.0561277,2,,,,POINT (104.0561277 30.7279237)
441110858,30.7273884,104.0603355,2,,,,POINT (104.0603355 30.7273884)
441110862,30.7261803,104.0701266,2,,,,POINT (104.0701266 30.7261803)
441110874,30.7281375,104.0560799,2,,,,POINT (104.0560799 30.7281375)
441110883,30.7275966,104.060389,2,,,,POINT (104.060389 30.7275966)
441110891,30.726404,104.0703253,2,,,,POINT (104.0703253 30.726404)
441159315,30.7134163,104.1359335,2,,,,POINT (104.1359335 30.7134163)
441159316,30.7165201,104.1303277,2,,,,POINT (104.1303277 30.7165201)
441159317,30.717212,104.1288119,3,,,,POINT (104.1288119 30.717212)
441159318,30.7174982,104.1281099,2,,,,POINT (104.1281099 30.7174982)
441159319,30.7179036,104.1269052,2,,,,POINT (104.1269052 30.7179036)
